PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,LastName,IsWomanOrBoy,WomanOrBoyCount,FamilySurvivedCount,WomanOrBoySurvived,Alone,Single,SmallF,MedF,LargeF,Deck
136,0.0,0.6666666666666666,1.0,0.2875,0.0,0.0,0.02936744577509929,0.0,0.7142857142857143,0.7608695652173914,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
137,1.0,0.3333333333333333,0.0,0.2375,0.0,0.2222222222222222,0.051301584996521765,1.0,0.6428571428571429,0.6475972540045767,1.0,0.125,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.42857142857142855
138,0.0,0.3333333333333333,1.0,0.4625,0.125,0.0,0.10364429745562033,1.0,0.7142857142857143,0.30549199084668194,0.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857
139,0.0,1.0,1.0,0.2,0.0,0.0,0.01798980030808316,1.0,0.7142857142857143,0.6853546910755148,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
140,0.0,0.3333333333333333,1.0,0.3,0.0,0.0,0.15458810467956932,0.0,0.7142857142857143,0.31922196796338675,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.14285714285714285
141,0.0,1.0,0.0,0.3875,0.0,0.2222222222222222,0.029757819776815374,0.0,0.7857142857142857,0.10297482837528604,1.0,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
142,1.0,1.0,0.0,0.275,0.0,0.0,0.015126992566498259,1.0,0.6428571428571429,0.6636155606407322,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
143,1.0,1.0,0.0,0.3,0.125,0.0,0.030937139635999665,1.0,0.7857142857142857,0.3489702517162471,1.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0
144,0.0,1.0,1.0,0.2375,0.0,0.0,0.013175122557917838,0.5,0.7142857142857143,0.12356979405034325,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
145,0.0,0.6666666666666666,1.0,0.225,0.0,0.0,0.022446505098674834,1.0,0.7142857142857143,0.02631578947368421,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
146,0.0,0.6666666666666666,1.0,0.2375,0.125,0.1111111111111111,0.07173122281533045,1.0,0.7142857142857143,0.648741418764302,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
147,1.0,1.0,1.0,0.3375,0.0,0.0,0.015216388212891242,1.0,0.7142857142857143,0.02402745995423341,0.0,1.0,0.25,0.125,0.0,1.0,0.0,0.0,0.0,1.0
148,0.0,1.0,0.0,0.1125,0.25,0.2222222222222222,0.06709553154495196,1.0,0.6428571428571429,0.2917620137299771,1.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
149,0.0,0.6666666666666666,1.0,0.45625,0.0,0.2222222222222222,0.050748620223090936,1.0,0.7142857142857143,0.6430205949656751,0.0,0.25,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.7142857142857143
150,0.0,0.6666666666666666,1.0,0.525,0.0,0.0,0.025374310111545468,1.0,0.8571428571428571,0.12929061784897025,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
151,0.0,0.6666666666666666,1.0,0.6375,0.0,0.0,0.02444717185746977,1.0,0.8571428571428571,0.06636155606407322,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
152,1.0,0.3333333333333333,0.0,0.275,0.125,0.0,0.12999454257145598,1.0,0.7857142857142857,0.7116704805491991,1.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857
153,0.0,1.0,1.0,0.69375,0.0,0.0,0.015712553569072387,1.0,0.7142857142857143,0.5926773455377574,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
154,0.0,1.0,1.0,0.50625,0.0,0.2222222222222222,0.028302115124416098,1.0,0.7142857142857143,0.9988558352402745,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
155,0.0,1.0,1.0,0.325,0.0,0.0,0.014273049437744325,1.0,0.7142857142857143,0.6796338672768879,0.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
156,0.0,0.3333333333333333,1.0,0.6375,0.0,0.1111111111111111,0.11980421963065935,0.0,0.7142857142857143,0.9725400457665904,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
157,1.0,1.0,0.0,0.2,0.0,0.0,0.015094396337354966,0.5,0.6428571428571429,0.32608695652173914,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
158,0.0,1.0,1.0,0.375,0.0,0.0,0.015712553569072387,1.0,0.7142857142857143,0.19679633867276888,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
159,0.0,1.0,1.0,0.325,0.0,0.0,0.016908073949327893,1.0,0.7142857142857143,0.8535469107551488,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
160,0.0,1.0,1.0,0.075,1.0,0.2222222222222222,0.13575255909676823,1.0,0.5714285714285714,0.8009153318077803,1.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
161,0.0,1.0,1.0,0.55,0.0,0.1111111111111111,0.031425107138144774,1.0,0.7142857142857143,0.2048054919908467,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
162,1.0,0.6666666666666666,0.0,0.5,0.0,0.0,0.030741952635141623,1.0,0.7857142857142857,0.9496567505720824,1.0,0.25,0.25,0.5,0.0,1.0,0.0,0.0,0.0,1.0
163,0.0,1.0,1.0,0.325,0.0,0.0,0.015175789316712771,1.0,0.7142857142857143,0.08009153318077804,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
164,0.0,1.0,1.0,0.2125,0.0,0.0,0.016908073949327893,1.0,0.7142857142857143,0.13615560640732266,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
165,0.0,1.0,1.0,0.0125,0.5,0.1111111111111111,0.07746484096553544,1.0,0.5714285714285714,0.6967963386727689,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
166,1.0,1.0,1.0,0.1125,0.0,0.2222222222222222,0.04006213192611313,1.0,0.5714285714285714,0.3318077803203661,1.0,0.25,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0
167,1.0,0.3333333333333333,0.0,0.5625,0.0,0.1111111111111111,0.10735285047192313,1.0,0.7857142857142857,0.16475972540045766,1.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714
168,0.0,1.0,0.0,0.5625,0.125,0.4444444444444444,0.05445717323939373,1.0,0.7857142857142857,0.8455377574370709,1.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
169,0.0,0.3333333333333333,1.0,0.51875,0.0,0.0,0.050602229972447406,1.0,0.7142857142857143,0.06750572082379863,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
170,0.0,1.0,1.0,0.35,0.0,0.0,0.11027245763075773,1.0,0.7142857142857143,0.5217391304347826,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
171,0.0,0.3333333333333333,1.0,0.7625,0.0,0.0,0.06538764528744409,1.0,0.7142857142857143,0.9290617848970252,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.14285714285714285
172,0.0,1.0,1.0,0.05,0.5,0.1111111111111111,0.056848213999904744,0.5,0.5714285714285714,0.7597254004576659,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
173,1.0,1.0,0.0,0.0125,0.125,0.1111111111111111,0.021730754366528396,1.0,0.6428571428571429,0.43707093821510296,1.0,0.375,0.75,1.0,0.0,0.0,0.0,1.0,0.0,1.0
174,0.0,1.0,1.0,0.2625,0.0,0.0,0.015468569817999833,1.0,0.7142857142857143,0.8421052631578947,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
175,0.0,0.3333333333333333,1.0,0.7,0.0,0.0,0.05991421140938287,0.0,0.7142857142857143,0.8546910755148741,0.0,0.25,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0
176,0.0,1.0,1.0,0.225,0.125,0.1111111111111111,0.015330377421392339,1.0,0.7142857142857143,0.47254004576659037,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
177,0.0,1.0,1.0,0.075,0.375,0.1111111111111111,0.04970768794751499,1.0,0.5714285714285714,0.4965675057208238,1.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
178,0.0,0.3333333333333333,0.0,0.625,0.0,0.0,0.05604306762136532,0.0,0.6428571428571429,0.41762013729977115,1.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2857142857142857
179,0.0,0.6666666666666666,1.0,0.375,0.0,0.0,0.025374310111545468,1.0,0.7142857142857143,0.3501144164759725,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
180,0.0,1.0,1.0,0.45,0.0,0.0,0.0,1.0,0.7142857142857143,0.5045766590389016,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
181,0.0,1.0,0.0,0.225,1.0,0.2222222222222222,0.13575255909676823,1.0,0.6428571428571429,0.8009153318077803,1.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
182,0.0,0.6666666666666666,1.0,0.375,0.0,0.0,0.02937564362913533,0.0,0.7142857142857143,0.7208237986270023,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
183,0.0,1.0,1.0,0.1125,0.5,0.2222222222222222,0.061264319894317944,1.0,0.5714285714285714,0.03775743707093822,1.0,0.75,0.75,0.5,0.0,0.0,0.0,0.0,1.0,1.0
184,1.0,0.6666666666666666,1.0,0.0125,0.25,0.1111111111111111,0.0761229303346364,1.0,0.5714285714285714,0.07551487414187644,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.7142857142857143
185,1.0,1.0,0.0,0.05,0.0,0.2222222222222222,0.04298993693898376,1.0,0.6428571428571429,0.4691075514874142,1.0,0.25,0.25,0.5,0.0,0.0,0.0,1.0,0.0,1.0
186,0.0,0.3333333333333333,1.0,0.51875,0.0,0.0,0.09759350042902103,1.0,0.7142857142857143,0.7780320366132724,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
187,1.0,1.0,0.0,0.3875,0.125,0.0,0.030253985132996517,0.5,0.7857142857142857,0.665903890160183,1.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0
188,1.0,0.3333333333333333,1.0,0.5625,0.0,0.0,0.051822148727810165,1.0,0.7142857142857143,0.7757437070938215,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
189,0.0,1.0,1.0,0.5,0.125,0.1111111111111111,0.030253985132996517,0.5,0.7142857142857143,0.10411899313501144,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
190,0.0,1.0,1.0,0.45,0.0,0.0,0.015411575213749284,1.0,0.7142857142857143,0.9221967963386728,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
191,1.0,0.6666666666666666,0.0,0.4,0.0,0.0,0.025374310111545468,1.0,0.7857142857142857,0.7368421052631579,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
192,0.0,0.6666666666666666,1.0,0.2375,0.0,0.0,0.025374310111545468,1.0,0.7142857142857143,0.14416475972540047,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
193,1.0,1.0,0.0,0.2375,0.125,0.0,0.015330377421392339,1.0,0.6428571428571429,0.021739130434782608,1.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0
194,1.0,0.6666666666666666,1.0,0.0375,0.125,0.1111111111111111,0.050748620223090936,1.0,0.5714285714285714,0.6430205949656751,1.0,0.25,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.7142857142857143
195,1.0,0.3333333333333333,0.0,0.55,0.0,0.0,0.05410739813385612,0.0,0.7857142857142857,0.11899313501144165,1.0,0.625,0.75,0.6,0.0,1.0,0.0,0.0,0.0,0.14285714285714285
196,1.0,0.3333333333333333,0.0,0.725,0.0,0.0,0.2859895551532101,0.0,0.6428571428571429,0.5377574370709383,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285
197,0.0,1.0,1.0,0.325,0.0,0.0,0.015126992566498259,0.5,0.7142857142857143,0.5938215102974829,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
198,0.0,1.0,1.0,0.525,0.0,0.1111111111111111,0.01640390592611157,1.0,0.7142857142857143,0.6796338672768879,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
199,1.0,1.0,0.0,0.225,0.0,0.0,0.015126992566498259,0.5,0.6428571428571429,0.5423340961098398,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
200,0.0,0.6666666666666666,0.0,0.3,0.0,0.0,0.025374310111545468,1.0,0.6428571428571429,0.988558352402746,1.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
201,0.0,1.0,1.0,0.35,0.0,0.0,0.018542765081513996,1.0,0.7142857142857143,0.931350114416476,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
202,0.0,1.0,1.0,0.325,1.0,0.2222222222222222,0.13575255909676823,1.0,0.7142857142857143,0.8009153318077803,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
203,0.0,1.0,1.0,0.425,0.0,0.0,0.012678957201736696,1.0,0.7142857142857143,0.43363844393592677,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
204,0.0,1.0,1.0,0.56875,0.0,0.0,0.014102260811993537,0.0,0.7142857142857143,0.9851258581235698,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
205,1.0,1.0,1.0,0.225,0.0,0.0,0.015712553569072387,1.0,0.7142857142857143,0.17734553775743708,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
206,0.0,1.0,0.0,0.025,0.0,0.1111111111111111,0.02042143996477265,1.0,0.6428571428571429,0.88558352402746,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8571428571428571
207,0.0,1.0,1.0,0.4,0.125,0.0,0.030937139635999665,1.0,0.7142857142857143,0.04919908466819222,0.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0
208,1.0,1.0,1.0,0.325,0.0,0.0,0.036670757786204655,0.0,0.7142857142857143,0.011441647597254004,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
209,1.0,1.0,0.0,0.2,0.0,0.0,0.015126992566498259,0.5,0.6428571428571429,0.14759725400457666,1.0,0.25,0.25,0.5,0.0,1.0,0.0,0.0,0.0,1.0
210,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.060507970265993034,0.0,0.7142857142857143,0.09725400457665904,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
211,0.0,1.0,1.0,0.3,0.0,0.0,0.013760683560491965,1.0,0.7142857142857143,0.016018306636155607,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
212,1.0,0.6666666666666666,0.0,0.4375,0.0,0.0,0.04098927018018883,1.0,0.6428571428571429,0.13729977116704806,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
213,0.0,1.0,1.0,0.275,0.0,0.0,0.014151057562208049,1.0,0.7142857142857143,0.7196796338672768,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
214,0.0,0.6666666666666666,1.0,0.375,0.0,0.0,0.025374310111545468,1.0,0.7142857142857143,0.32723112128146453,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
215,0.0,1.0,1.0,0.325,0.125,0.0,0.015126992566498259,0.5,0.7142857142857143,0.4645308924485126,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
216,1.0,0.3333333333333333,0.0,0.3875,0.125,0.0,0.22109807522194713,0.0,0.6428571428571429,0.6464530892448512,1.0,0.25,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855
217,1.0,1.0,0.0,0.3375,0.0,0.0,0.015468569817999833,1.0,0.6428571428571429,0.40160183066361554,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
218,0.0,0.6666666666666666,1.0,0.525,0.125,0.0,0.05270049023167135,1.0,0.7142857142857143,0.42105263157894735,0.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0
219,1.0,0.3333333333333333,0.0,0.4,0.0,0.0,0.14891148113361488,0.0,0.6428571428571429,0.06979405034324943,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855
220,0.0,0.6666666666666666,1.0,0.375,0.0,0.0,0.020494635090094415,1.0,0.7142857142857143,0.36270022883295194,0.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
221,1.0,1.0,1.0,0.2,0.0,0.0,0.015712553569072387,1.0,0.7142857142857143,0.8867276887871853,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
222,0.0,0.6666666666666666,1.0,0.3375,0.0,0.0,0.025374310111545468,1.0,0.7142857142857143,0.10869565217391304,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
223,0.0,1.0,1.0,0.6375,0.0,0.0,0.015712553569072387,1.0,0.7142857142857143,0.33752860411899316,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
224,0.0,1.0,1.0,0.325,0.0,0.0,0.015411575213749284,1.0,0.7142857142857143,0.6441647597254004,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
225,1.0,0.3333333333333333,1.0,0.475,0.125,0.0,0.17566830077223786,1.0,0.7142857142857143,0.4073226544622426,0.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857
226,0.0,1.0,1.0,0.275,0.0,0.0,0.01824998458022693,1.0,0.7142857142857143,0.08237986270022883,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
227,1.0,0.6666666666666666,1.0,0.2375,0.0,0.0,0.020494635090094415,1.0,0.7142857142857143,0.5915331807780321,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
228,0.0,1.0,1.0,0.25625,0.0,0.0,0.014151057562208049,1.0,0.7142857142857143,0.5320366132723112,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
229,0.0,0.6666666666666666,1.0,0.225,0.0,0.0,0.025374310111545468,1.0,0.7142857142857143,0.2780320366132723,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
230,0.0,1.0,0.0,0.225,0.375,0.1111111111111111,0.04970768794751499,1.0,0.6428571428571429,0.4965675057208238,1.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
231,1.0,0.3333333333333333,0.0,0.4375,0.125,0.0,0.16293234896625058,1.0,0.7857142857142857,0.36270022883295194,1.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857
232,0.0,1.0,1.0,0.3625,0.0,0.0,0.015175789316712771,1.0,0.7142857142857143,0.49084668192219677,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
233,0.0,0.6666666666666666,1.0,0.7375,0.0,0.0,0.026350245115835676,1.0,0.7142857142857143,0.8443935926773455,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
234,1.0,1.0,0.0,0.0625,0.5,0.2222222222222222,0.061264319894317944,1.0,0.6428571428571429,0.03775743707093822,1.0,0.75,0.75,0.5,0.0,0.0,0.0,0.0,1.0,1.0
235,0.0,0.6666666666666666,1.0,0.3,0.0,0.0,0.020494635090094415,1.0,0.7142857142857143,0.5102974828375286,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
236,0.0,1.0,0.0,0.225,0.0,0.0,0.014736618564782174,1.0,0.6428571428571429,0.35812356979405036,1.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
237,0.0,0.6666666666666666,1.0,0.55,0.125,0.0,0.050748620223090936,1.0,0.7142857142857143,0.39588100686498856,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
238,1.0,0.6666666666666666,0.0,0.1,0.0,0.2222222222222222,0.05123658772523604,1.0,0.6428571428571429,0.1853546910755149,1.0,0.25,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0
239,0.0,0.6666666666666666,1.0,0.2375,0.0,0.0,0.020494635090094415,1.0,0.7142857142857143,0.7185354691075515,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
240,0.0,0.6666666666666666,1.0,0.4125,0.0,0.0,0.023959204355324663,1.0,0.7142857142857143,0.4096109839816934,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
241,0.0,1.0,0.0,0.225,0.125,0.0,0.028212719478023115,0.0,0.6428571428571429,0.9897025171624714,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
242,1.0,1.0,0.0,0.225,0.125,0.0,0.030253985132996517,0.5,0.6428571428571429,0.6292906178489702,1.0,0.375,0.5,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0
243,0.0,0.6666666666666666,1.0,0.3625,0.0,0.0,0.020494635090094415,1.0,0.7142857142857143,0.18077803203661327,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
244,0.0,1.0,1.0,0.275,0.0,0.0,0.013907073811135496,1.0,0.7142857142857143,0.545766590389016,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
245,0.0,1.0,1.0,0.375,0.0,0.0,0.014102260811993537,0.0,0.7142857142857143,0.043478260869565216,0.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
246,0.0,0.3333333333333333,1.0,0.55,0.25,0.0,0.17566830077223786,0.5,0.2857142857142857,0.6006864988558352,0.0,0.25,0.25,0.5,0.0,0.0,0.0,1.0,0.0,0.2857142857142857
247,0.0,1.0,0.0,0.3125,0.0,0.0,0.015175789316712771,1.0,0.6428571428571429,0.5125858123569794,1.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
248,1.0,0.6666666666666666,0.0,0.3,0.0,0.2222222222222222,0.028302115124416098,1.0,0.7857142857142857,0.3512585812356979,1.0,0.25,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0
249,1.0,0.3333333333333333,1.0,0.4625,0.125,0.1111111111111111,0.10257896680493714,1.0,0.7142857142857143,0.07665903890160183,0.0,0.125,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.42857142857142855
250,0.0,0.6666666666666666,1.0,0.675,0.125,0.0,0.050748620223090936,1.0,0.8571428571428571,0.14988558352402745,0.0,0.5,0.75,0.75,0.0,0.0,1.0,0.0,0.0,1.0
251,0.0,1.0,1.0,0.325,0.0,0.0,0.014151057562208049,1.0,0.7142857142857143,0.7505720823798627,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
252,0.0,1.0,0.0,0.3625,0.125,0.1111111111111111,0.02042143996477265,1.0,0.7857142857142857,0.88558352402746,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
253,0.0,0.3333333333333333,1.0,0.775,0.0,0.0,0.051822148727810165,1.0,0.7142857142857143,0.8718535469107551,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2857142857142857
254,0.0,1.0,1.0,0.375,0.125,0.0,0.031425107138144774,1.0,0.7142857142857143,0.5251716247139588,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
255,0.0,1.0,0.0,0.5125,0.0,0.2222222222222222,0.039452172548431745,1.0,0.7857142857142857,0.7791762013729977,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
256,1.0,1.0,0.0,0.3625,0.0,0.2222222222222222,0.029757819776815374,0.0,0.7857142857142857,0.9164759725400458,1.0,0.375,0.25,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0
257,1.0,0.3333333333333333,0.0,0.5625,0.0,0.0,0.15458810467956932,0.0,0.7857142857142857,0.9038901601830663,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
258,1.0,0.3333333333333333,0.0,0.375,0.0,0.0,0.16883675574220638,1.0,0.6428571428571429,0.16247139588100687,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285
259,1.0,0.3333333333333333,0.0,0.4375,0.0,0.0,1.0,0.0,0.6428571428571429,0.9450800915331807,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
260,1.0,0.6666666666666666,0.0,0.625,0.0,0.1111111111111111,0.050748620223090936,1.0,0.7857142857142857,0.7013729977116705,1.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0
261,0.0,1.0,1.0,0.325,0.0,0.0,0.015126992566498259,0.5,0.7142857142857143,0.8546910755148741,0.0,0.25,0.25,0.5,0.0,1.0,0.0,0.0,0.0,1.0
262,1.0,1.0,1.0,0.0375,0.5,0.2222222222222222,0.061264319894317944,1.0,0.5714285714285714,0.03775743707093822,1.0,0.75,0.75,0.5,0.0,0.0,0.0,0.0,1.0,1.0
263,0.0,0.3333333333333333,1.0,0.65,0.125,0.1111111111111111,0.1554664461834305,1.0,0.7142857142857143,0.8958810068649885,0.0,0.25,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.5714285714285714
264,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,0.7142857142857143,0.36384439359267734,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.14285714285714285
265,0.0,1.0,0.0,0.225,0.0,0.0,0.015126992566498259,0.5,0.6428571428571429,0.38215102974828374,1.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
266,0.0,0.6666666666666666,1.0,0.45,0.0,0.0,0.020494635090094415,1.0,0.7142857142857143,0.7517162471395881,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
267,0.0,1.0,1.0,0.2,0.5,0.1111111111111111,0.07746484096553544,1.0,0.7142857142857143,0.6967963386727689,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
268,1.0,1.0,1.0,0.3125,0.125,0.0,0.015175789316712771,1.0,0.7142857142857143,0.7231121281464531,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
269,1.0,0.3333333333333333,0.0,0.725,0.0,0.1111111111111111,0.2995388511917728,1.0,0.7857142857142857,0.33638443935926776,1.0,0.25,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857
270,1.0,0.3333333333333333,0.0,0.4375,0.0,0.0,0.2647385704347907,1.0,0.6428571428571429,0.09267734553775744,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.2857142857142857
271,0.0,0.3333333333333333,1.0,0.51875,0.0,0.0,0.060507970265993034,1.0,0.7142857142857143,0.13272311212814644,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
